"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2027","79 years","Male","Method - M2","Number","15695"
"Population Projections based on Census 2022","2027","79 years","Female","Method - M2","Number","17303"
"Population Projections based on Census 2022","2027","80 years","Male","Method - M2","Number","14568"
"Population Projections based on Census 2022","2027","80 years","Female","Method - M2","Number","16296"
"Population Projections based on Census 2022","2027","81 years","Male","Method - M2","Number","13086"
"Population Projections based on Census 2022","2027","81 years","Female","Method - M2","Number","15412"
"Population Projections based on Census 2022","2027","82 years","Male","Method - M2","Number","11574"
"Population Projections based on Census 2022","2027","82 years","Female","Method - M2","Number","13650"
"Population Projections based on Census 2022","2027","83 years","Male","Method - M2","Number","10279"
"Population Projections based on Census 2022","2027","83 years","Female","Method - M2","Number","12237"
"Population Projections based on Census 2022","2027","84 years","Male","Method - M2","Number","9035"
"Population Projections based on Census 2022","2027","84 years","Female","Method - M2","Number","11319"
"Population Projections based on Census 2022","2027","85 years","Male","Method - M2","Number","7662"
"Population Projections based on Census 2022","2027","85 years","Female","Method - M2","Number","9607"
"Population Projections based on Census 2022","2027","86 years","Male","Method - M2","Number","6439"
"Population Projections based on Census 2022","2027","86 years","Female","Method - M2","Number","8454"
"Population Projections based on Census 2022","2027","87 years","Male","Method - M2","Number","5651"
"Population Projections based on Census 2022","2027","87 years","Female","Method - M2","Number","7785"
"Population Projections based on Census 2022","2027","88 years","Male","Method - M2","Number","4802"
"Population Projections based on Census 2022","2027","88 years","Female","Method - M2","Number","6876"
"Population Projections based on Census 2022","2027","89 years","Male","Method - M2","Number","3844"
"Population Projections based on Census 2022","2027","89 years","Female","Method - M2","Number","5805"
"Population Projections based on Census 2022","2027","90 years","Male","Method - M2","Number","3272"
"Population Projections based on Census 2022","2027","90 years","Female","Method - M2","Number","5109"
"Population Projections based on Census 2022","2027","91 years","Male","Method - M2","Number","2640"
"Population Projections based on Census 2022","2027","91 years","Female","Method - M2","Number","4319"
"Population Projections based on Census 2022","2027","92 years","Male","Method - M2","Number","2050"
"Population Projections based on Census 2022","2027","92 years","Female","Method - M2","Number","3626"
"Population Projections based on Census 2022","2027","93 years","Male","Method - M2","Number","1573"
"Population Projections based on Census 2022","2027","93 years","Female","Method - M2","Number","2934"
"Population Projections based on Census 2022","2027","94 years","Male","Method - M2","Number","1152"
"Population Projections based on Census 2022","2027","94 years","Female","Method - M2","Number","2244"
"Population Projections based on Census 2022","2027","95 years","Male","Method - M2","Number","849"
"Population Projections based on Census 2022","2027","95 years","Female","Method - M2","Number","1764"
"Population Projections based on Census 2022","2027","96 years","Male","Method - M2","Number","607"
"Population Projections based on Census 2022","2027","96 years","Female","Method - M2","Number","1391"
"Population Projections based on Census 2022","2027","97 years","Male","Method - M2","Number","373"
"Population Projections based on Census 2022","2027","97 years","Female","Method - M2","Number","921"
"Population Projections based on Census 2022","2027","98 years","Male","Method - M2","Number","249"
"Population Projections based on Census 2022","2027","98 years","Female","Method - M2","Number","678"
"Population Projections based on Census 2022","2027","99 years and over","Male","Method - M2","Number","450"
"Population Projections based on Census 2022","2027","99 years and over","Female","Method - M2","Number","1194"
"Population Projections based on Census 2022","2028","Under 1 year","Male","Method - M2","Number","27334"
"Population Projections based on Census 2022","2028","Under 1 year","Female","Method - M2","Number","25940"
"Population Projections based on Census 2022","2028","1 year","Male","Method - M2","Number","27894"
"Population Projections based on Census 2022","2028","1 year","Female","Method - M2","Number","26485"
"Population Projections based on Census 2022","2028","2 years","Male","Method - M2","Number","28516"
"Population Projections based on Census 2022","2028","2 years","Female","Method - M2","Number","27074"
"Population Projections based on Census 2022","2028","3 years","Male","Method - M2","Number","29040"
"Population Projections based on Census 2022","2028","3 years","Female","Method - M2","Number","27561"
"Population Projections based on Census 2022","2028","4 years","Male","Method - M2","Number","29573"
"Population Projections based on Census 2022","2028","4 years","Female","Method - M2","Number","28078"
"Population Projections based on Census 2022","2028","5 years","Male","Method - M2","Number","30969"
"Population Projections based on Census 2022","2028","5 years","Female","Method - M2","Number","29365"
"Population Projections based on Census 2022","2028","6 years","Male","Method - M2","Number","31075"
"Population Projections based on Census 2022","2028","6 years","Female","Method - M2","Number","29559"
"Population Projections based on Census 2022","2028","7 years","Male","Method - M2","Number","30498"
"Population Projections based on Census 2022","2028","7 years","Female","Method - M2","Number","29027"
"Population Projections based on Census 2022","2028","8 years","Male","Method - M2","Number","31726"
"Population Projections based on Census 2022","2028","8 years","Female","Method - M2","Number","30332"
"Population Projections based on Census 2022","2028","9 years","Male","Method - M2","Number","32499"
"Population Projections based on Census 2022","2028","9 years","Female","Method - M2","Number","30886"
"Population Projections based on Census 2022","2028","10 years","Male","Method - M2","Number","33194"
"Population Projections based on Census 2022","2028","10 years","Female","Method - M2","Number","31256"
"Population Projections based on Census 2022","2028","11 years","Male","Method - M2","Number","34204"
"Population Projections based on Census 2022","2028","11 years","Female","Method - M2","Number","32780"
"Population Projections based on Census 2022","2028","12 years","Male","Method - M2","Number","35577"
"Population Projections based on Census 2022","2028","12 years","Female","Method - M2","Number","34064"
"Population Projections based on Census 2022","2028","13 years","Male","Method - M2","Number","36932"
"Population Projections based on Census 2022","2028","13 years","Female","Method - M2","Number","34994"
"Population Projections based on Census 2022","2028","14 years","Male","Method - M2","Number","37730"
"Population Projections based on Census 2022","2028","14 years","Female","Method - M2","Number","35833"
"Population Projections based on Census 2022","2028","15 years","Male","Method - M2","Number","38349"
"Population Projections based on Census 2022","2028","15 years","Female","Method - M2","Number","36700"
"Population Projections based on Census 2022","2028","16 years","Male","Method - M2","Number","39394"
"Population Projections based on Census 2022","2028","16 years","Female","Method - M2","Number","37672"
"Population Projections based on Census 2022","2028","17 years","Male","Method - M2","Number","39554"
"Population Projections based on Census 2022","2028","17 years","Female","Method - M2","Number","38493"
"Population Projections based on Census 2022","2028","18 years","Male","Method - M2","Number","40159"
"Population Projections based on Census 2022","2028","18 years","Female","Method - M2","Number","39080"
"Population Projections based on Census 2022","2028","19 years","Male","Method - M2","Number","39556"
"Population Projections based on Census 2022","2028","19 years","Female","Method - M2","Number","38710"
"Population Projections based on Census 2022","2028","20 years","Male","Method - M2","Number","38654"
"Population Projections based on Census 2022","2028","20 years","Female","Method - M2","Number","38312"
"Population Projections based on Census 2022","2028","21 years","Male","Method - M2","Number","37087"
"Population Projections based on Census 2022","2028","21 years","Female","Method - M2","Number","36477"
"Population Projections based on Census 2022","2028","22 years","Male","Method - M2","Number","35753"
"Population Projections based on Census 2022","2028","22 years","Female","Method - M2","Number","35148"
"Population Projections based on Census 2022","2028","23 years","Male","Method - M2","Number","35818"
"Population Projections based on Census 2022","2028","23 years","Female","Method - M2","Number","34712"
"Population Projections based on Census 2022","2028","24 years","Male","Method - M2","Number","34663"
"Population Projections based on Census 2022","2028","24 years","Female","Method - M2","Number","34482"
"Population Projections based on Census 2022","2028","25 years","Male","Method - M2","Number","34347"
"Population Projections based on Census 2022","2028","25 years","Female","Method - M2","Number","34176"
"Population Projections based on Census 2022","2028","26 years","Male","Method - M2","Number","34310"
"Population Projections based on Census 2022","2028","26 years","Female","Method - M2","Number","34490"
"Population Projections based on Census 2022","2028","27 years","Male","Method - M2","Number","33842"
"Population Projections based on Census 2022","2028","27 years","Female","Method - M2","Number","33795"
"Population Projections based on Census 2022","2028","28 years","Male","Method - M2","Number","34853"
"Population Projections based on Census 2022","2028","28 years","Female","Method - M2","Number","35015"
"Population Projections based on Census 2022","2028","29 years","Male","Method - M2","Number","34954"
"Population Projections based on Census 2022","2028","29 years","Female","Method - M2","Number","34742"
"Population Projections based on Census 2022","2028","30 years","Male","Method - M2","Number","34799"
"Population Projections based on Census 2022","2028","30 years","Female","Method - M2","Number","34568"
"Population Projections based on Census 2022","2028","31 years","Male","Method - M2","Number","34390"
"Population Projections based on Census 2022","2028","31 years","Female","Method - M2","Number","34358"
"Population Projections based on Census 2022","2028","32 years","Male","Method - M2","Number","33473"
"Population Projections based on Census 2022","2028","32 years","Female","Method - M2","Number","33644"
"Population Projections based on Census 2022","2028","33 years","Male","Method - M2","Number","33127"
"Population Projections based on Census 2022","2028","33 years","Female","Method - M2","Number","34168"
"Population Projections based on Census 2022","2028","34 years","Male","Method - M2","Number","32728"
"Population Projections based on Census 2022","2028","34 years","Female","Method - M2","Number","34230"
"Population Projections based on Census 2022","2028","35 years","Male","Method - M2","Number","33613"
"Population Projections based on Census 2022","2028","35 years","Female","Method - M2","Number","35281"
"Population Projections based on Census 2022","2028","36 years","Male","Method - M2","Number","34566"
"Population Projections based on Census 2022","2028","36 years","Female","Method - M2","Number","37417"
"Population Projections based on Census 2022","2028","37 years","Male","Method - M2","Number","35552"
"Population Projections based on Census 2022","2028","37 years","Female","Method - M2","Number","37987"
"Population Projections based on Census 2022","2028","38 years","Male","Method - M2","Number","35585"
"Population Projections based on Census 2022","2028","38 years","Female","Method - M2","Number","38688"
"Population Projections based on Census 2022","2028","39 years","Male","Method - M2","Number","35021"
"Population Projections based on Census 2022","2028","39 years","Female","Method - M2","Number","38750"
"Population Projections based on Census 2022","2028","40 years","Male","Method - M2","Number","36169"
"Population Projections based on Census 2022","2028","40 years","Female","Method - M2","Number","40552"
"Population Projections based on Census 2022","2028","41 years","Male","Method - M2","Number","38035"
"Population Projections based on Census 2022","2028","41 years","Female","Method - M2","Number","42466"
"Population Projections based on Census 2022","2028","42 years","Male","Method - M2","Number","38884"
"Population Projections based on Census 2022","2028","42 years","Female","Method - M2","Number","43337"
"Population Projections based on Census 2022","2028","43 years","Male","Method - M2","Number","39580"
"Population Projections based on Census 2022","2028","43 years","Female","Method - M2","Number","43710"
"Population Projections based on Census 2022","2028","44 years","Male","Method - M2","Number","40847"
"Population Projections based on Census 2022","2028","44 years","Female","Method - M2","Number","45452"
"Population Projections based on Census 2022","2028","45 years","Male","Method - M2","Number","41722"
"Population Projections based on Census 2022","2028","45 years","Female","Method - M2","Number","46646"
"Population Projections based on Census 2022","2028","46 years","Male","Method - M2","Number","43421"
"Population Projections based on Census 2022","2028","46 years","Female","Method - M2","Number","47084"
"Population Projections based on Census 2022","2028","47 years","Male","Method - M2","Number","43680"
"Population Projections based on Census 2022","2028","47 years","Female","Method - M2","Number","46589"
"Population Projections based on Census 2022","2028","48 years","Male","Method - M2","Number","43491"
"Population Projections based on Census 2022","2028","48 years","Female","Method - M2","Number","45672"
"Population Projections based on Census 2022","2028","49 years","Male","Method - M2","Number","40581"
"Population Projections based on Census 2022","2028","49 years","Female","Method - M2","Number","42940"
"Population Projections based on Census 2022","2028","50 years","Male","Method - M2","Number","38513"
"Population Projections based on Census 2022","2028","50 years","Female","Method - M2","Number","40106"
"Population Projections based on Census 2022","2028","51 years","Male","Method - M2","Number","38576"
"Population Projections based on Census 2022","2028","51 years","Female","Method - M2","Number","39431"
"Population Projections based on Census 2022","2028","52 years","Male","Method - M2","Number","37940"
"Population Projections based on Census 2022","2028","52 years","Female","Method - M2","Number","38853"
"Population Projections based on Census 2022","2028","53 years","Male","Method - M2","Number","37653"
"Population Projections based on Census 2022","2028","53 years","Female","Method - M2","Number","38202"
"Population Projections based on Census 2022","2028","54 years","Male","Method - M2","Number","37203"
"Population Projections based on Census 2022","2028","54 years","Female","Method - M2","Number","37876"
"Population Projections based on Census 2022","2028","55 years","Male","Method - M2","Number","37352"
"Population Projections based on Census 2022","2028","55 years","Female","Method - M2","Number","37778"
"Population Projections based on Census 2022","2028","56 years","Male","Method - M2","Number","37121"
"Population Projections based on Census 2022","2028","56 years","Female","Method - M2","Number","37322"
"Population Projections based on Census 2022","2028","57 years","Male","Method - M2","Number","35520"
"Population Projections based on Census 2022","2028","57 years","Female","Method - M2","Number","35726"
"Population Projections based on Census 2022","2028","58 years","Male","Method - M2","Number","34913"
"Population Projections based on Census 2022","2028","58 years","Female","Method - M2","Number","35087"
"Population Projections based on Census 2022","2028","59 years","Male","Method - M2","Number","33200"
"Population Projections based on Census 2022","2028","59 years","Female","Method - M2","Number","32892"
"Population Projections based on Census 2022","2028","60 years","Male","Method - M2","Number","32574"
"Population Projections based on Census 2022","2028","60 years","Female","Method - M2","Number","32837"
"Population Projections based on Census 2022","2028","61 years","Male","Method - M2","Number","32063"
"Population Projections based on Census 2022","2028","61 years","Female","Method - M2","Number","32408"
"Population Projections based on Census 2022","2028","62 years","Male","Method - M2","Number","31136"
"Population Projections based on Census 2022","2028","62 years","Female","Method - M2","Number","31849"
"Population Projections based on Census 2022","2028","63 years","Male","Method - M2","Number","31228"
"Population Projections based on Census 2022","2028","63 years","Female","Method - M2","Number","32389"
"Population Projections based on Census 2022","2028","64 years","Male","Method - M2","Number","30147"
"Population Projections based on Census 2022","2028","64 years","Female","Method - M2","Number","31227"
"Population Projections based on Census 2022","2028","65 years","Male","Method - M2","Number","29275"
"Population Projections based on Census 2022","2028","65 years","Female","Method - M2","Number","30352"
"Population Projections based on Census 2022","2028","66 years","Male","Method - M2","Number","28758"
"Population Projections based on Census 2022","2028","66 years","Female","Method - M2","Number","29679"
"Population Projections based on Census 2022","2028","67 years","Male","Method - M2","Number","27365"
"Population Projections based on Census 2022","2028","67 years","Female","Method - M2","Number","28826"
"Population Projections based on Census 2022","2028","68 years","Male","Method - M2","Number","26471"
"Population Projections based on Census 2022","2028","68 years","Female","Method - M2","Number","27682"
"Population Projections based on Census 2022","2028","69 years","Male","Method - M2","Number","24932"
"Population Projections based on Census 2022","2028","69 years","Female","Method - M2","Number","25864"
"Population Projections based on Census 2022","2028","70 years","Male","Method - M2","Number","23787"
"Population Projections based on Census 2022","2028","70 years","Female","Method - M2","Number","25405"
"Population Projections based on Census 2022","2028","71 years","Male","Method - M2","Number","23667"
"Population Projections based on Census 2022","2028","71 years","Female","Method - M2","Number","24660"
"Population Projections based on Census 2022","2028","72 years","Male","Method - M2","Number","22264"
"Population Projections based on Census 2022","2028","72 years","Female","Method - M2","Number","23819"
"Population Projections based on Census 2022","2028","73 years","Male","Method - M2","Number","21894"
"Population Projections based on Census 2022","2028","73 years","Female","Method - M2","Number","23488"
"Population Projections based on Census 2022","2028","74 years","Male","Method - M2","Number","20652"
"Population Projections based on Census 2022","2028","74 years","Female","Method - M2","Number","21926"
"Population Projections based on Census 2022","2028","75 years","Male","Method - M2","Number","20385"
"Population Projections based on Census 2022","2028","75 years","Female","Method - M2","Number","22059"
"Population Projections based on Census 2022","2028","76 years","Male","Method - M2","Number","19125"
"Population Projections based on Census 2022","2028","76 years","Female","Method - M2","Number","20745"
"Population Projections based on Census 2022","2028","77 years","Male","Method - M2","Number","17851"
"Population Projections based on Census 2022","2028","77 years","Female","Method - M2","Number","19562"
"Population Projections based on Census 2022","2028","78 years","Male","Method - M2","Number","17075"
"Population Projections based on Census 2022","2028","78 years","Female","Method - M2","Number","19221"
"Population Projections based on Census 2022","2028","79 years","Male","Method - M2","Number","15963"
"Population Projections based on Census 2022","2028","79 years","Female","Method - M2","Number","17988"
"Population Projections based on Census 2022","2028","80 years","Male","Method - M2","Number","15010"
"Population Projections based on Census 2022","2028","80 years","Female","Method - M2","Number","16792"
"Population Projections based on Census 2022","2028","81 years","Male","Method - M2","Number","13863"
"Population Projections based on Census 2022","2028","81 years","Female","Method - M2","Number","15749"
"Population Projections based on Census 2022","2028","82 years","Male","Method - M2","Number","12376"
"Population Projections based on Census 2022","2028","82 years","Female","Method - M2","Number","14817"
"Population Projections based on Census 2022","2028","83 years","Male","Method - M2","Number","10851"
"Population Projections based on Census 2022","2028","83 years","Female","Method - M2","Number","13036"
"Population Projections based on Census 2022","2028","84 years","Male","Method - M2","Number","9554"
"Population Projections based on Census 2022","2028","84 years","Female","Method - M2","Number","11613"
"Population Projections based on Census 2022","2028","85 years","Male","Method - M2","Number","8319"
"Population Projections based on Census 2022","2028","85 years","Female","Method - M2","Number","10657"
"Population Projections based on Census 2022","2028","86 years","Male","Method - M2","Number","6969"
"Population Projections based on Census 2022","2028","86 years","Female","Method - M2","Number","8953"
"Population Projections based on Census 2022","2028","87 years","Male","Method - M2","Number","5789"
"Population Projections based on Census 2022","2028","87 years","Female","Method - M2","Number","7807"
"Population Projections based on Census 2022","2028","88 years","Male","Method - M2","Number","5016"
"Population Projections based on Census 2022","2028","88 years","Female","Method - M2","Number","7110"
"Population Projections based on Census 2022","2028","89 years","Male","Method - M2","Number","4203"
"Population Projections based on Census 2022","2028","89 years","Female","Method - M2","Number","6205"
"Population Projections based on Census 2022","2028","90 years","Male","Method - M2","Number","3319"
"Population Projections based on Census 2022","2028","90 years","Female","Method - M2","Number","5168"
"Population Projections based on Census 2022","2028","91 years","Male","Method - M2","Number","2774"
"Population Projections based on Census 2022","2028","91 years","Female","Method - M2","Number","4482"
"Population Projections based on Census 2022","2028","92 years","Male","Method - M2","Number","2202"
"Population Projections based on Census 2022","2028","92 years","Female","Method - M2","Number","3728"
"Population Projections based on Census 2022","2028","93 years","Male","Method - M2","Number","1670"
"Population Projections based on Census 2022","2028","93 years","Female","Method - M2","Number","3067"
"Population Projections based on Census 2022","2028","94 years","Male","Method - M2","Number","1255"
"Population Projections based on Census 2022","2028","94 years","Female","Method - M2","Number","2429"
"Population Projections based on Census 2022","2028","95 years","Male","Method - M2","Number","902"
"Population Projections based on Census 2022","2028","95 years","Female","Method - M2","Number","1815"
"Population Projections based on Census 2022","2028","96 years","Male","Method - M2","Number","644"
"Population Projections based on Census 2022","2028","96 years","Female","Method - M2","Number","1383"
"Population Projections based on Census 2022","2028","97 years","Male","Method - M2","Number","451"
"Population Projections based on Census 2022","2028","97 years","Female","Method - M2","Number","1062"
"Population Projections based on Census 2022","2028","98 years","Male","Method - M2","Number","273"
"Population Projections based on Census 2022","2028","98 years","Female","Method - M2","Number","690"
"Population Projections based on Census 2022","2028","99 years and over","Male","Method - M2","Number","476"
"Population Projections based on Census 2022","2028","99 years and over","Female","Method - M2","Number","1266"
"Population Projections based on Census 2022","2029","Under 1 year","Male","Method - M2","Number","27086"
"Population Projections based on Census 2022","2029","Under 1 year","Female","Method - M2","Number","25706"
"Population Projections based on Census 2022","2029","1 year","Male","Method - M2","Number","27537"
"Population Projections based on Census 2022","2029","1 year","Female","Method - M2","Number","26145"
"Population Projections based on Census 2022","2029","2 years","Male","Method - M2","Number","28108"
"Population Projections based on Census 2022","2029","2 years","Female","Method - M2","Number","26687"
"Population Projections based on Census 2022","2029","3 years","Male","Method - M2","Number","28704"
"Population Projections based on Census 2022","2029","3 years","Female","Method - M2","Number","27242"
"Population Projections based on Census 2022","2029","4 years","Male","Method - M2","Number","29223"
"Population Projections based on Census 2022","2029","4 years","Female","Method - M2","Number","27748"
"Population Projections based on Census 2022","2029","5 years","Male","Method - M2","Number","29779"
"Population Projections based on Census 2022","2029","5 years","Female","Method - M2","Number","28240"
"Population Projections based on Census 2022","2029","6 years","Male","Method - M2","Number","31159"
"Population Projections based on Census 2022","2029","6 years","Female","Method - M2","Number","29543"
"Population Projections based on Census 2022","2029","7 years","Male","Method - M2","Number","31260"
"Population Projections based on Census 2022","2029","7 years","Female","Method - M2","Number","29727"
"Population Projections based on Census 2022","2029","8 years","Male","Method - M2","Number","30666"
"Population Projections based on Census 2022","2029","8 years","Female","Method - M2","Number","29195"
"Population Projections based on Census 2022","2029","9 years","Male","Method - M2","Number","31899"
"Population Projections based on Census 2022","2029","9 years","Female","Method - M2","Number","30491"
"Population Projections based on Census 2022","2029","10 years","Male","Method - M2","Number","32675"
"Population Projections based on Census 2022","2029","10 years","Female","Method - M2","Number","31060"
"Population Projections based on Census 2022","2029","11 years","Male","Method - M2","Number","33377"
"Population Projections based on Census 2022","2029","11 years","Female","Method - M2","Number","31421"
"Population Projections based on Census 2022","2029","12 years","Male","Method - M2","Number","34385"
"Population Projections based on Census 2022","2029","12 years","Female","Method - M2","Number","32952"
"Population Projections based on Census 2022","2029","13 years","Male","Method - M2","Number","35756"
"Population Projections based on Census 2022","2029","13 years","Female","Method - M2","Number","34243"
"Population Projections based on Census 2022","2029","14 years","Male","Method - M2","Number","37054"
"Population Projections based on Census 2022","2029","14 years","Female","Method - M2","Number","35110"
"Population Projections based on Census 2022","2029","15 years","Male","Method - M2","Number","37840"
"Population Projections based on Census 2022","2029","15 years","Female","Method - M2","Number","36109"
"Population Projections based on Census 2022","2029","16 years","Male","Method - M2","Number","38464"
"Population Projections based on Census 2022","2029","16 years","Female","Method - M2","Number","36983"
"Population Projections based on Census 2022","2029","17 years","Male","Method - M2","Number","39540"
"Population Projections based on Census 2022","2029","17 years","Female","Method - M2","Number","37897"
"Population Projections based on Census 2022","2029","18 years","Male","Method - M2","Number","39630"
"Population Projections based on Census 2022","2029","18 years","Female","Method - M2","Number","38708"
"Population Projections based on Census 2022","2029","19 years","Male","Method - M2","Number","40203"
"Population Projections based on Census 2022","2029","19 years","Female","Method - M2","Number","39292"
"Population Projections based on Census 2022","2029","20 years","Male","Method - M2","Number","39584"
"Population Projections based on Census 2022","2029","20 years","Female","Method - M2","Number","38899"
"Population Projections based on Census 2022","2029","21 years","Male","Method - M2","Number","38664"
"Population Projections based on Census 2022","2029","21 years","Female","Method - M2","Number","38449"
"Population Projections based on Census 2022","2029","22 years","Male","Method - M2","Number","37084"
"Population Projections based on Census 2022","2029","22 years","Female","Method - M2","Number","36595"
"Population Projections based on Census 2022","2029","23 years","Male","Method - M2","Number","35738"
"Population Projections based on Census 2022","2029","23 years","Female","Method - M2","Number","35270"
"Population Projections based on Census 2022","2029","24 years","Male","Method - M2","Number","35820"
"Population Projections based on Census 2022","2029","24 years","Female","Method - M2","Number","34803"
"Population Projections based on Census 2022","2029","25 years","Male","Method - M2","Number","35242"
"Population Projections based on Census 2022","2029","25 years","Female","Method - M2","Number","35166"
"Population Projections based on Census 2022","2029","26 years","Male","Method - M2","Number","34878"
"Population Projections based on Census 2022","2029","26 years","Female","Method - M2","Number","34828"
"Population Projections based on Census 2022","2029","27 years","Male","Method - M2","Number","34812"
"Population Projections based on Census 2022","2029","27 years","Female","Method - M2","Number","35124"
"Population Projections based on Census 2022","2029","28 years","Male","Method - M2","Number","34332"
"Population Projections based on Census 2022","2029","28 years","Female","Method - M2","Number","34395"
"Population Projections based on Census 2022","2029","29 years","Male","Method - M2","Number","35329"
"Population Projections based on Census 2022","2029","29 years","Female","Method - M2","Number","35569"
"Population Projections based on Census 2022","2029","30 years","Male","Method - M2","Number","35394"
"Population Projections based on Census 2022","2029","30 years","Female","Method - M2","Number","35282"
"Population Projections based on Census 2022","2029","31 years","Male","Method - M2","Number","35224"
"Population Projections based on Census 2022","2029","31 years","Female","Method - M2","Number","35087"
"Population Projections based on Census 2022","2029","32 years","Male","Method - M2","Number","34789"
"Population Projections based on Census 2022","2029","32 years","Female","Method - M2","Number","34883"
"Population Projections based on Census 2022","2029","33 years","Male","Method - M2","Number","33840"
"Population Projections based on Census 2022","2029","33 years","Female","Method - M2","Number","34159"
"Population Projections based on Census 2022","2029","34 years","Male","Method - M2","Number","33525"
"Population Projections based on Census 2022","2029","34 years","Female","Method - M2","Number","34702"
"Population Projections based on Census 2022","2029","35 years","Male","Method - M2","Number","33068"
"Population Projections based on Census 2022","2029","35 years","Female","Method - M2","Number","34732"
"Population Projections based on Census 2022","2029","36 years","Male","Method - M2","Number","33958"
"Population Projections based on Census 2022","2029","36 years","Female","Method - M2","Number","35784"
"Population Projections based on Census 2022","2029","37 years","Male","Method - M2","Number","34884"
"Population Projections based on Census 2022","2029","37 years","Female","Method - M2","Number","37893"
"Population Projections based on Census 2022","2029","38 years","Male","Method - M2","Number","35858"
"Population Projections based on Census 2022","2029","38 years","Female","Method - M2","Number","38470"
"Population Projections based on Census 2022","2029","39 years","Male","Method - M2","Number","35904"
"Population Projections based on Census 2022","2029","39 years","Female","Method - M2","Number","39193"
"Population Projections based on Census 2022","2029","40 years","Male","Method - M2","Number","35353"
"Population Projections based on Census 2022","2029","40 years","Female","Method - M2","Number","39255"
"Population Projections based on Census 2022","2029","41 years","Male","Method - M2","Number","36491"
"Population Projections based on Census 2022","2029","41 years","Female","Method - M2","Number","41075"
"Population Projections based on Census 2022","2029","42 years","Male","Method - M2","Number","38408"
"Population Projections based on Census 2022","2029","42 years","Female","Method - M2","Number","43015"
"Population Projections based on Census 2022","2029","43 years","Male","Method - M2","Number","39255"
"Population Projections based on Census 2022","2029","43 years","Female","Method - M2","Number","43886"
"Population Projections based on Census 2022","2029","44 years","Male","Method - M2","Number","39967"
"Population Projections based on Census 2022","2029","44 years","Female","Method - M2","Number","44255"
"Population Projections based on Census 2022","2029","45 years","Male","Method - M2","Number","40876"
"Population Projections based on Census 2022","2029","45 years","Female","Method - M2","Number","45478"
"Population Projections based on Census 2022","2029","46 years","Male","Method - M2","Number","41717"
"Population Projections based on Census 2022","2029","46 years","Female","Method - M2","Number","46674"
"Population Projections based on Census 2022","2029","47 years","Male","Method - M2","Number","43430"
"Population Projections based on Census 2022","2029","47 years","Female","Method - M2","Number","47108"
"Population Projections based on Census 2022","2029","48 years","Male","Method - M2","Number","43701"
"Population Projections based on Census 2022","2029","48 years","Female","Method - M2","Number","46638"
"Population Projections based on Census 2022","2029","49 years","Male","Method - M2","Number","43533"
"Population Projections based on Census 2022","2029","49 years","Female","Method - M2","Number","45723"
"Population Projections based on Census 2022","2029","50 years","Male","Method - M2","Number","40624"
"Population Projections based on Census 2022","2029","50 years","Female","Method - M2","Number","42998"
"Population Projections based on Census 2022","2029","51 years","Male","Method - M2","Number","38556"
"Population Projections based on Census 2022","2029","51 years","Female","Method - M2","Number","40162"
"Population Projections based on Census 2022","2029","52 years","Male","Method - M2","Number","38618"
"Population Projections based on Census 2022","2029","52 years","Female","Method - M2","Number","39479"
"Population Projections based on Census 2022","2029","53 years","Male","Method - M2","Number","37974"
"Population Projections based on Census 2022","2029","53 years","Female","Method - M2","Number","38898"
"Population Projections based on Census 2022","2029","54 years","Male","Method - M2","Number","37695"
"Population Projections based on Census 2022","2029","54 years","Female","Method - M2","Number","38249"
"Population Projections based on Census 2022","2029","55 years","Male","Method - M2","Number","37228"
"Population Projections based on Census 2022","2029","55 years","Female","Method - M2","Number","37929"
"Population Projections based on Census 2022","2029","56 years","Male","Method - M2","Number","37371"
"Population Projections based on Census 2022","2029","56 years","Female","Method - M2","Number","37821"
"Population Projections based on Census 2022","2029","57 years","Male","Method - M2","Number","37129"
"Population Projections based on Census 2022","2029","57 years","Female","Method - M2","Number","37350"
"Population Projections based on Census 2022","2029","58 years","Male","Method - M2","Number","35520"
"Population Projections based on Census 2022","2029","58 years","Female","Method - M2","Number","35762"
"Population Projections based on Census 2022","2029","59 years","Male","Method - M2","Number","34902"
"Population Projections based on Census 2022","2029","59 years","Female","Method - M2","Number","35135"
"Population Projections based on Census 2022","2029","60 years","Male","Method - M2","Number","33188"
"Population Projections based on Census 2022","2029","60 years","Female","Method - M2","Number","32935"
"Population Projections based on Census 2022","2029","61 years","Male","Method - M2","Number","32562"
"Population Projections based on Census 2022","2029","61 years","Female","Method - M2","Number","32860"
"Population Projections based on Census 2022","2029","62 years","Male","Method - M2","Number","32027"
"Population Projections based on Census 2022","2029","62 years","Female","Method - M2","Number","32419"
"Population Projections based on Census 2022","2029","63 years","Male","Method - M2","Number","31114"
"Population Projections based on Census 2022","2029","63 years","Female","Method - M2","Number","31859"
"Population Projections based on Census 2022","2029","64 years","Male","Method - M2","Number","31179"
"Population Projections based on Census 2022","2029","64 years","Female","Method - M2","Number","32385"
"Population Projections based on Census 2022","2029","65 years","Male","Method - M2","Number","29887"
"Population Projections based on Census 2022","2029","65 years","Female","Method - M2","Number","31074"
"Population Projections based on Census 2022","2029","66 years","Male","Method - M2","Number","29017"
"Population Projections based on Census 2022","2029","66 years","Female","Method - M2","Number","30181"
"Population Projections based on Census 2022","2029","67 years","Male","Method - M2","Number","28490"
