Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Both Sexes,Smoke daily,80-84 years,Kerry,Number,153.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Kerry,Number,80.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Kerry,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Limerick City and County,Number,18726.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Limerick City and County,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Limerick City and County,Number,358.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Limerick City and County,Number,1396.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Limerick City and County,Number,1646.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Limerick City and County,Number,1800.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Limerick City and County,Number,2134.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Limerick City and County,Number,2084.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Limerick City and County,Number,1892.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Limerick City and County,Number,1869.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Limerick City and County,Number,1577.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Limerick City and County,Number,1393.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Limerick City and County,Number,1044.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Limerick City and County,Number,768.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Limerick City and County,Number,451.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Limerick City and County,Number,199.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Limerick City and County,Number,97.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Limerick City and County,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Tipperary,Number,16226.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Tipperary,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Tipperary,Number,332.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Tipperary,Number,1016.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Tipperary,Number,1307.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Tipperary,Number,1460.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Tipperary,Number,1784.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Tipperary,Number,1887.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Tipperary,Number,1824.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Tipperary,Number,1646.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Tipperary,Number,1516.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Tipperary,Number,1257.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Tipperary,Number,929.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Tipperary,Number,591.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Tipperary,Number,380.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Tipperary,Number,175.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Tipperary,Number,98.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Tipperary,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Waterford City and County,Number,11664.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Waterford City and County,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Waterford City and County,Number,229.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Waterford City and County,Number,875.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Waterford City and County,Number,997.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Waterford City and County,Number,1062.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Waterford City and County,Number,1245.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Waterford City and County,Number,1383.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Waterford City and County,Number,1171.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Waterford City and County,Number,1234.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Waterford City and County,Number,1054.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Waterford City and County,Number,884.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Waterford City and County,Number,632.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Waterford City and County,Number,435.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Waterford City and County,Number,275.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Waterford City and County,Number,111.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Waterford City and County,Number,70.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Waterford City and County,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Galway City,Number,7859.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Galway City,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Galway City,Number,217.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Galway City,Number,1127.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Galway City,Number,1029.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Galway City,Number,863.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Galway City,Number,847.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Galway City,Number,788.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Galway City,Number,732.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Galway City,Number,594.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Galway City,Number,517.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Galway City,Number,435.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Galway City,Number,312.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Galway City,Number,187.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Galway City,Number,112.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Galway City,Number,54.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Galway City,Number,32.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Galway City,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Galway County,Number,14212.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Galway County,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Galway County,Number,268.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Galway County,Number,831.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Galway County,Number,1047.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Galway County,Number,1225.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Galway County,Number,1539.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Galway County,Number,1631.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Galway County,Number,1541.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Galway County,Number,1589.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Galway County,Number,1268.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Galway County,Number,1173.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Galway County,Number,810.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Galway County,Number,629.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Galway County,Number,352.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Galway County,Number,184.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Galway County,Number,107.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Galway County,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Leitrim,Number,3109.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Leitrim,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Leitrim,Number,75.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Leitrim,Number,174.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Leitrim,Number,262.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Leitrim,Number,280.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Leitrim,Number,334.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Leitrim,Number,356.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Leitrim,Number,325.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Leitrim,Number,342.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Leitrim,Number,282.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Leitrim,Number,214.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Leitrim,Number,200.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Leitrim,Number,130.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Leitrim,Number,74.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Leitrim,Number,34.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Leitrim,Number,
Population,2022,Both Sexes,Smoke daily,95 years and over,Leitrim,Number,0.0
Population,2022,Both Sexes,Smoke daily,All Ages,Mayo,Number,11312.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Mayo,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Mayo,Number,213.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Mayo,Number,682.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Mayo,Number,831.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Mayo,Number,1072.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Mayo,Number,1247.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Mayo,Number,1240.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Mayo,Number,1190.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Mayo,Number,1087.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Mayo,Number,998.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Mayo,Number,902.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Mayo,Number,724.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Mayo,Number,524.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Mayo,Number,349.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Mayo,Number,135.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Mayo,Number,102.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Mayo,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Roscommon,Number,6183.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Roscommon,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Roscommon,Number,92.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Roscommon,Number,339.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Roscommon,Number,489.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Roscommon,Number,564.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Roscommon,Number,696.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Roscommon,Number,700.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Roscommon,Number,632.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Roscommon,Number,612.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Roscommon,Number,572.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Roscommon,Number,505.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Roscommon,Number,381.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Roscommon,Number,277.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Roscommon,Number,180.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Roscommon,Number,73.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Roscommon,Number,56.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Roscommon,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Sligo,Number,5912.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Sligo,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Sligo,Number,142.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Sligo,Number,489.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Sligo,Number,526.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Sligo,Number,501.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Sligo,Number,612.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Sligo,Number,599.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Sligo,Number,574.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Sligo,Number,526.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Sligo,Number,558.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Sligo,Number,492.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Sligo,Number,368.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Sligo,Number,233.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Sligo,Number,165.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Sligo,Number,79.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Sligo,Number,42.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Sligo,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Cavan,Number,7901.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Cavan,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Cavan,Number,178.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Cavan,Number,545.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Cavan,Number,701.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Cavan,Number,813.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Cavan,Number,944.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Cavan,Number,928.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Cavan,Number,848.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Cavan,Number,793.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Cavan,Number,674.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Cavan,Number,520.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Cavan,Number,411.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Cavan,Number,255.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Cavan,Number,170.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Cavan,Number,65.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Cavan,Number,41.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Cavan,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Donegal,Number,13532.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Donegal,Number,
Population,2022,Both Sexes,Smoke daily,15-19 years,Donegal,Number,256.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Donegal,Number,737.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Donegal,Number,1100.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Donegal,Number,1227.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Donegal,Number,1397.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Donegal,Number,1493.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Donegal,Number,1412.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Donegal,Number,1423.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Donegal,Number,1216.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Donegal,Number,1040.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Donegal,Number,836.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Donegal,Number,644.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Donegal,Number,439.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Donegal,Number,190.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Donegal,Number,107.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Donegal,Number,
Population,2022,Both Sexes,Smoke daily,All Ages,Monaghan,Number,5716.0
Population,2022,Both Sexes,Smoke daily,0 - 14 years,Monaghan,Number,8.0
Population,2022,Both Sexes,Smoke daily,15-19 years,Monaghan,Number,108.0
Population,2022,Both Sexes,Smoke daily,20-24 years,Monaghan,Number,304.0
Population,2022,Both Sexes,Smoke daily,25-29 years,Monaghan,Number,491.0
Population,2022,Both Sexes,Smoke daily,30-34 years,Monaghan,Number,540.0
Population,2022,Both Sexes,Smoke daily,35-39 years,Monaghan,Number,687.0
Population,2022,Both Sexes,Smoke daily,40-44 years,Monaghan,Number,677.0
Population,2022,Both Sexes,Smoke daily,45-49 years,Monaghan,Number,621.0
Population,2022,Both Sexes,Smoke daily,50-54 years,Monaghan,Number,559.0
Population,2022,Both Sexes,Smoke daily,55-59 years,Monaghan,Number,516.0
Population,2022,Both Sexes,Smoke daily,60-64 years,Monaghan,Number,427.0
Population,2022,Both Sexes,Smoke daily,65-69 years,Monaghan,Number,323.0
Population,2022,Both Sexes,Smoke daily,70-74 years,Monaghan,Number,222.0
Population,2022,Both Sexes,Smoke daily,75-79 years,Monaghan,Number,154.0
Population,2022,Both Sexes,Smoke daily,80-84 years,Monaghan,Number,46.0
Population,2022,Both Sexes,Smoke daily,85-89 years,Monaghan,Number,33.0
Population,2022,Both Sexes,Smoke daily,95 years and over,Monaghan,Number,0.0
Population,2022,Both Sexes,Smoke occasionally,All Ages,State,Number,226484.0
Population,2022,Both Sexes,Smoke occasionally,0 - 14 years,State,Number,275.0
Population,2022,Both Sexes,Smoke occasionally,15-19 years,State,Number,11917.0
Population,2022,Both Sexes,Smoke occasionally,20-24 years,State,Number,32446.0
Population,2022,Both Sexes,Smoke occasionally,25-29 years,State,Number,31883.0
Population,2022,Both Sexes,Smoke occasionally,30-34 years,State,Number,28229.0
Population,2022,Both Sexes,Smoke occasionally,35-39 years,State,Number,26702.0
Population,2022,Both Sexes,Smoke occasionally,40-44 years,State,Number,23977.0
Population,2022,Both Sexes,Smoke occasionally,45-49 years,State,Number,18261.0
Population,2022,Both Sexes,Smoke occasionally,50-54 years,State,Number,14761.0
Population,2022,Both Sexes,Smoke occasionally,55-59 years,State,Number,11652.0
Population,2022,Both Sexes,Smoke occasionally,60-64 years,State,Number,9494.0
Population,2022,Both Sexes,Smoke occasionally,65-69 years,State,Number,6980.0
Population,2022,Both Sexes,Smoke occasionally,70-74 years,State,Number,4823.0
Population,2022,Both Sexes,Smoke occasionally,75-79 years,State,Number,2859.0
Population,2022,Both Sexes,Smoke occasionally,80-84 years,State,Number,1384.0
Population,2022,Both Sexes,Smoke occasionally,85-89 years,State,Number,794.0
Population,2022,Both Sexes,Smoke occasionally,95 years and over,State,Number,47.0
Population,2022,Both Sexes,Smoke occasionally,All Ages,Carlow,Number,2549.0
Population,2022,Both Sexes,Smoke occasionally,0 - 14 years,Carlow,Number,
Population,2022,Both Sexes,Smoke occasionally,15-19 years,Carlow,Number,168.0
Population,2022,Both Sexes,Smoke occasionally,20-24 years,Carlow,Number,362.0
Population,2022,Both Sexes,Smoke occasionally,25-29 years,Carlow,Number,321.0
Population,2022,Both Sexes,Smoke occasionally,30-34 years,Carlow,Number,275.0
Population,2022,Both Sexes,Smoke occasionally,35-39 years,Carlow,Number,307.0
Population,2022,Both Sexes,Smoke occasionally,40-44 years,Carlow,Number,273.0
Population,2022,Both Sexes,Smoke occasionally,45-49 years,Carlow,Number,221.0
Population,2022,Both Sexes,Smoke occasionally,50-54 years,Carlow,Number,183.0
Population,2022,Both Sexes,Smoke occasionally,55-59 years,Carlow,Number,148.0
Population,2022,Both Sexes,Smoke occasionally,60-64 years,Carlow,Number,109.0
