Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Male,Smoke occasionally,70-74 years,Carlow,Number,37.0
Population,2022,Male,Smoke occasionally,75-79 years,Carlow,Number,13.0
Population,2022,Male,Smoke occasionally,80-84 years,Carlow,Number,7.0
Population,2022,Male,Smoke occasionally,85-89 years,Carlow,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Carlow,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Dublin City,Number,19591.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Dublin City,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Dublin City,Number,679.0
Population,2022,Male,Smoke occasionally,20-24 years,Dublin City,Number,2956.0
Population,2022,Male,Smoke occasionally,25-29 years,Dublin City,Number,4373.0
Population,2022,Male,Smoke occasionally,30-34 years,Dublin City,Number,3368.0
Population,2022,Male,Smoke occasionally,35-39 years,Dublin City,Number,2275.0
Population,2022,Male,Smoke occasionally,40-44 years,Dublin City,Number,1643.0
Population,2022,Male,Smoke occasionally,45-49 years,Dublin City,Number,1139.0
Population,2022,Male,Smoke occasionally,50-54 years,Dublin City,Number,921.0
Population,2022,Male,Smoke occasionally,55-59 years,Dublin City,Number,736.0
Population,2022,Male,Smoke occasionally,60-64 years,Dublin City,Number,522.0
Population,2022,Male,Smoke occasionally,65-69 years,Dublin City,Number,416.0
Population,2022,Male,Smoke occasionally,70-74 years,Dublin City,Number,249.0
Population,2022,Male,Smoke occasionally,75-79 years,Dublin City,Number,164.0
Population,2022,Male,Smoke occasionally,80-84 years,Dublin City,Number,85.0
Population,2022,Male,Smoke occasionally,85-89 years,Dublin City,Number,48.0
Population,2022,Male,Smoke occasionally,95 years and over,Dublin City,Number,
Population,2022,Male,Smoke occasionally,All Ages,Dun Laoghaire-Rathdown,Number,6215.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Dun Laoghaire-Rathdown,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Dun Laoghaire-Rathdown,Number,341.0
Population,2022,Male,Smoke occasionally,20-24 years,Dun Laoghaire-Rathdown,Number,1090.0
Population,2022,Male,Smoke occasionally,25-29 years,Dun Laoghaire-Rathdown,Number,1146.0
Population,2022,Male,Smoke occasionally,30-34 years,Dun Laoghaire-Rathdown,Number,809.0
Population,2022,Male,Smoke occasionally,35-39 years,Dun Laoghaire-Rathdown,Number,656.0
Population,2022,Male,Smoke occasionally,40-44 years,Dun Laoghaire-Rathdown,Number,588.0
Population,2022,Male,Smoke occasionally,45-49 years,Dun Laoghaire-Rathdown,Number,412.0
Population,2022,Male,Smoke occasionally,50-54 years,Dun Laoghaire-Rathdown,Number,314.0
Population,2022,Male,Smoke occasionally,55-59 years,Dun Laoghaire-Rathdown,Number,275.0
Population,2022,Male,Smoke occasionally,60-64 years,Dun Laoghaire-Rathdown,Number,198.0
Population,2022,Male,Smoke occasionally,65-69 years,Dun Laoghaire-Rathdown,Number,158.0
Population,2022,Male,Smoke occasionally,70-74 years,Dun Laoghaire-Rathdown,Number,91.0
Population,2022,Male,Smoke occasionally,75-79 years,Dun Laoghaire-Rathdown,Number,73.0
Population,2022,Male,Smoke occasionally,80-84 years,Dun Laoghaire-Rathdown,Number,30.0
Population,2022,Male,Smoke occasionally,85-89 years,Dun Laoghaire-Rathdown,Number,27.0
Population,2022,Male,Smoke occasionally,95 years and over,Dun Laoghaire-Rathdown,Number,
Population,2022,Male,Smoke occasionally,All Ages,Fingal,Number,7795.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Fingal,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Fingal,Number,398.0
Population,2022,Male,Smoke occasionally,20-24 years,Fingal,Number,1012.0
Population,2022,Male,Smoke occasionally,25-29 years,Fingal,Number,1119.0
Population,2022,Male,Smoke occasionally,30-34 years,Fingal,Number,982.0
Population,2022,Male,Smoke occasionally,35-39 years,Fingal,Number,1013.0
Population,2022,Male,Smoke occasionally,40-44 years,Fingal,Number,1039.0
Population,2022,Male,Smoke occasionally,45-49 years,Fingal,Number,764.0
Population,2022,Male,Smoke occasionally,50-54 years,Fingal,Number,500.0
Population,2022,Male,Smoke occasionally,55-59 years,Fingal,Number,328.0
Population,2022,Male,Smoke occasionally,60-64 years,Fingal,Number,271.0
Population,2022,Male,Smoke occasionally,65-69 years,Fingal,Number,158.0
Population,2022,Male,Smoke occasionally,70-74 years,Fingal,Number,101.0
Population,2022,Male,Smoke occasionally,75-79 years,Fingal,Number,58.0
Population,2022,Male,Smoke occasionally,80-84 years,Fingal,Number,21.0
Population,2022,Male,Smoke occasionally,85-89 years,Fingal,Number,21.0
Population,2022,Male,Smoke occasionally,95 years and over,Fingal,Number,
Population,2022,Male,Smoke occasionally,All Ages,South Dublin,Number,6999.0
Population,2022,Male,Smoke occasionally,0 - 14 years,South Dublin,Number,6.0
Population,2022,Male,Smoke occasionally,15-19 years,South Dublin,Number,376.0
Population,2022,Male,Smoke occasionally,20-24 years,South Dublin,Number,996.0
Population,2022,Male,Smoke occasionally,25-29 years,South Dublin,Number,974.0
Population,2022,Male,Smoke occasionally,30-34 years,South Dublin,Number,915.0
Population,2022,Male,Smoke occasionally,35-39 years,South Dublin,Number,983.0
Population,2022,Male,Smoke occasionally,40-44 years,South Dublin,Number,824.0
Population,2022,Male,Smoke occasionally,45-49 years,South Dublin,Number,585.0
Population,2022,Male,Smoke occasionally,50-54 years,South Dublin,Number,397.0
Population,2022,Male,Smoke occasionally,55-59 years,South Dublin,Number,290.0
Population,2022,Male,Smoke occasionally,60-64 years,South Dublin,Number,249.0
Population,2022,Male,Smoke occasionally,65-69 years,South Dublin,Number,168.0
Population,2022,Male,Smoke occasionally,70-74 years,South Dublin,Number,125.0
Population,2022,Male,Smoke occasionally,75-79 years,South Dublin,Number,59.0
Population,2022,Male,Smoke occasionally,80-84 years,South Dublin,Number,33.0
Population,2022,Male,Smoke occasionally,85-89 years,South Dublin,Number,19.0
Population,2022,Male,Smoke occasionally,95 years and over,South Dublin,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Kildare,Number,5654.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Kildare,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Kildare,Number,343.0
Population,2022,Male,Smoke occasionally,20-24 years,Kildare,Number,913.0
Population,2022,Male,Smoke occasionally,25-29 years,Kildare,Number,747.0
Population,2022,Male,Smoke occasionally,30-34 years,Kildare,Number,665.0
Population,2022,Male,Smoke occasionally,35-39 years,Kildare,Number,704.0
Population,2022,Male,Smoke occasionally,40-44 years,Kildare,Number,695.0
Population,2022,Male,Smoke occasionally,45-49 years,Kildare,Number,462.0
Population,2022,Male,Smoke occasionally,50-54 years,Kildare,Number,379.0
Population,2022,Male,Smoke occasionally,55-59 years,Kildare,Number,230.0
Population,2022,Male,Smoke occasionally,60-64 years,Kildare,Number,204.0
Population,2022,Male,Smoke occasionally,65-69 years,Kildare,Number,133.0
Population,2022,Male,Smoke occasionally,70-74 years,Kildare,Number,83.0
Population,2022,Male,Smoke occasionally,75-79 years,Kildare,Number,53.0
Population,2022,Male,Smoke occasionally,80-84 years,Kildare,Number,23.0
Population,2022,Male,Smoke occasionally,85-89 years,Kildare,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Kildare,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Kilkenny,Number,2423.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Kilkenny,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Kilkenny,Number,104.0
Population,2022,Male,Smoke occasionally,20-24 years,Kilkenny,Number,321.0
Population,2022,Male,Smoke occasionally,25-29 years,Kilkenny,Number,356.0
Population,2022,Male,Smoke occasionally,30-34 years,Kilkenny,Number,273.0
Population,2022,Male,Smoke occasionally,35-39 years,Kilkenny,Number,290.0
Population,2022,Male,Smoke occasionally,40-44 years,Kilkenny,Number,265.0
Population,2022,Male,Smoke occasionally,45-49 years,Kilkenny,Number,222.0
Population,2022,Male,Smoke occasionally,50-54 years,Kilkenny,Number,176.0
Population,2022,Male,Smoke occasionally,55-59 years,Kilkenny,Number,137.0
Population,2022,Male,Smoke occasionally,60-64 years,Kilkenny,Number,102.0
Population,2022,Male,Smoke occasionally,65-69 years,Kilkenny,Number,74.0
Population,2022,Male,Smoke occasionally,70-74 years,Kilkenny,Number,57.0
Population,2022,Male,Smoke occasionally,75-79 years,Kilkenny,Number,29.0
Population,2022,Male,Smoke occasionally,80-84 years,Kilkenny,Number,9.0
Population,2022,Male,Smoke occasionally,85-89 years,Kilkenny,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Kilkenny,Number,
Population,2022,Male,Smoke occasionally,All Ages,Laois,Number,1991.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Laois,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Laois,Number,134.0
Population,2022,Male,Smoke occasionally,20-24 years,Laois,Number,317.0
Population,2022,Male,Smoke occasionally,25-29 years,Laois,Number,217.0
Population,2022,Male,Smoke occasionally,30-34 years,Laois,Number,235.0
Population,2022,Male,Smoke occasionally,35-39 years,Laois,Number,250.0
Population,2022,Male,Smoke occasionally,40-44 years,Laois,Number,210.0
Population,2022,Male,Smoke occasionally,45-49 years,Laois,Number,189.0
Population,2022,Male,Smoke occasionally,50-54 years,Laois,Number,140.0
Population,2022,Male,Smoke occasionally,55-59 years,Laois,Number,99.0
Population,2022,Male,Smoke occasionally,60-64 years,Laois,Number,80.0
Population,2022,Male,Smoke occasionally,65-69 years,Laois,Number,66.0
Population,2022,Male,Smoke occasionally,70-74 years,Laois,Number,30.0
Population,2022,Male,Smoke occasionally,75-79 years,Laois,Number,17.0
Population,2022,Male,Smoke occasionally,80-84 years,Laois,Number,
Population,2022,Male,Smoke occasionally,85-89 years,Laois,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Laois,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Longford,Number,1004.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Longford,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Longford,Number,72.0
Population,2022,Male,Smoke occasionally,20-24 years,Longford,Number,148.0
Population,2022,Male,Smoke occasionally,25-29 years,Longford,Number,114.0
Population,2022,Male,Smoke occasionally,30-34 years,Longford,Number,99.0
Population,2022,Male,Smoke occasionally,35-39 years,Longford,Number,108.0
Population,2022,Male,Smoke occasionally,40-44 years,Longford,Number,116.0
Population,2022,Male,Smoke occasionally,45-49 years,Longford,Number,88.0
Population,2022,Male,Smoke occasionally,50-54 years,Longford,Number,76.0
Population,2022,Male,Smoke occasionally,55-59 years,Longford,Number,62.0
Population,2022,Male,Smoke occasionally,60-64 years,Longford,Number,39.0
Population,2022,Male,Smoke occasionally,65-69 years,Longford,Number,27.0
Population,2022,Male,Smoke occasionally,70-74 years,Longford,Number,27.0
Population,2022,Male,Smoke occasionally,75-79 years,Longford,Number,11.0
Population,2022,Male,Smoke occasionally,80-84 years,Longford,Number,11.0
Population,2022,Male,Smoke occasionally,85-89 years,Longford,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Longford,Number,
Population,2022,Male,Smoke occasionally,All Ages,Louth,Number,3329.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Louth,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Louth,Number,145.0
Population,2022,Male,Smoke occasionally,20-24 years,Louth,Number,472.0
Population,2022,Male,Smoke occasionally,25-29 years,Louth,Number,426.0
Population,2022,Male,Smoke occasionally,30-34 years,Louth,Number,392.0
Population,2022,Male,Smoke occasionally,35-39 years,Louth,Number,413.0
Population,2022,Male,Smoke occasionally,40-44 years,Louth,Number,385.0
Population,2022,Male,Smoke occasionally,45-49 years,Louth,Number,307.0
Population,2022,Male,Smoke occasionally,50-54 years,Louth,Number,243.0
Population,2022,Male,Smoke occasionally,55-59 years,Louth,Number,164.0
Population,2022,Male,Smoke occasionally,60-64 years,Louth,Number,138.0
Population,2022,Male,Smoke occasionally,65-69 years,Louth,Number,95.0
Population,2022,Male,Smoke occasionally,70-74 years,Louth,Number,62.0
Population,2022,Male,Smoke occasionally,75-79 years,Louth,Number,39.0
Population,2022,Male,Smoke occasionally,80-84 years,Louth,Number,31.0
Population,2022,Male,Smoke occasionally,85-89 years,Louth,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Louth,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Meath,Number,4873.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Meath,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Meath,Number,280.0
Population,2022,Male,Smoke occasionally,20-24 years,Meath,Number,662.0
Population,2022,Male,Smoke occasionally,25-29 years,Meath,Number,602.0
Population,2022,Male,Smoke occasionally,30-34 years,Meath,Number,594.0
Population,2022,Male,Smoke occasionally,35-39 years,Meath,Number,635.0
Population,2022,Male,Smoke occasionally,40-44 years,Meath,Number,617.0
Population,2022,Male,Smoke occasionally,45-49 years,Meath,Number,407.0
Population,2022,Male,Smoke occasionally,50-54 years,Meath,Number,368.0
Population,2022,Male,Smoke occasionally,55-59 years,Meath,Number,240.0
Population,2022,Male,Smoke occasionally,60-64 years,Meath,Number,171.0
Population,2022,Male,Smoke occasionally,65-69 years,Meath,Number,115.0
Population,2022,Male,Smoke occasionally,70-74 years,Meath,Number,95.0
Population,2022,Male,Smoke occasionally,75-79 years,Meath,Number,44.0
Population,2022,Male,Smoke occasionally,80-84 years,Meath,Number,25.0
Population,2022,Male,Smoke occasionally,85-89 years,Meath,Number,9.0
Population,2022,Male,Smoke occasionally,95 years and over,Meath,Number,
Population,2022,Male,Smoke occasionally,All Ages,Offaly,Number,1878.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Offaly,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Offaly,Number,132.0
Population,2022,Male,Smoke occasionally,20-24 years,Offaly,Number,244.0
Population,2022,Male,Smoke occasionally,25-29 years,Offaly,Number,253.0
Population,2022,Male,Smoke occasionally,30-34 years,Offaly,Number,229.0
Population,2022,Male,Smoke occasionally,35-39 years,Offaly,Number,219.0
Population,2022,Male,Smoke occasionally,40-44 years,Offaly,Number,194.0
Population,2022,Male,Smoke occasionally,45-49 years,Offaly,Number,154.0
Population,2022,Male,Smoke occasionally,50-54 years,Offaly,Number,118.0
Population,2022,Male,Smoke occasionally,55-59 years,Offaly,Number,104.0
Population,2022,Male,Smoke occasionally,60-64 years,Offaly,Number,81.0
Population,2022,Male,Smoke occasionally,65-69 years,Offaly,Number,68.0
Population,2022,Male,Smoke occasionally,70-74 years,Offaly,Number,34.0
Population,2022,Male,Smoke occasionally,75-79 years,Offaly,Number,27.0
Population,2022,Male,Smoke occasionally,80-84 years,Offaly,Number,8.0
Population,2022,Male,Smoke occasionally,85-89 years,Offaly,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Offaly,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Westmeath,Number,2207.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Westmeath,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Westmeath,Number,135.0
Population,2022,Male,Smoke occasionally,20-24 years,Westmeath,Number,328.0
Population,2022,Male,Smoke occasionally,25-29 years,Westmeath,Number,307.0
Population,2022,Male,Smoke occasionally,30-34 years,Westmeath,Number,275.0
Population,2022,Male,Smoke occasionally,35-39 years,Westmeath,Number,276.0
Population,2022,Male,Smoke occasionally,40-44 years,Westmeath,Number,227.0
Population,2022,Male,Smoke occasionally,45-49 years,Westmeath,Number,182.0
Population,2022,Male,Smoke occasionally,50-54 years,Westmeath,Number,140.0
Population,2022,Male,Smoke occasionally,55-59 years,Westmeath,Number,89.0
Population,2022,Male,Smoke occasionally,60-64 years,Westmeath,Number,89.0
Population,2022,Male,Smoke occasionally,65-69 years,Westmeath,Number,64.0
Population,2022,Male,Smoke occasionally,70-74 years,Westmeath,Number,49.0
Population,2022,Male,Smoke occasionally,75-79 years,Westmeath,Number,19.0
Population,2022,Male,Smoke occasionally,80-84 years,Westmeath,Number,11.0
Population,2022,Male,Smoke occasionally,85-89 years,Westmeath,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Westmeath,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Wexford,Number,3535.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Wexford,Number,8.0
Population,2022,Male,Smoke occasionally,15-19 years,Wexford,Number,251.0
Population,2022,Male,Smoke occasionally,20-24 years,Wexford,Number,505.0
Population,2022,Male,Smoke occasionally,25-29 years,Wexford,Number,430.0
Population,2022,Male,Smoke occasionally,30-34 years,Wexford,Number,396.0
Population,2022,Male,Smoke occasionally,35-39 years,Wexford,Number,370.0
Population,2022,Male,Smoke occasionally,40-44 years,Wexford,Number,386.0
Population,2022,Male,Smoke occasionally,45-49 years,Wexford,Number,311.0
Population,2022,Male,Smoke occasionally,50-54 years,Wexford,Number,245.0
Population,2022,Male,Smoke occasionally,55-59 years,Wexford,Number,187.0
Population,2022,Male,Smoke occasionally,60-64 years,Wexford,Number,166.0
Population,2022,Male,Smoke occasionally,65-69 years,Wexford,Number,103.0
Population,2022,Male,Smoke occasionally,70-74 years,Wexford,Number,92.0
Population,2022,Male,Smoke occasionally,75-79 years,Wexford,Number,54.0
Population,2022,Male,Smoke occasionally,80-84 years,Wexford,Number,19.0
Population,2022,Male,Smoke occasionally,85-89 years,Wexford,Number,12.0
Population,2022,Male,Smoke occasionally,95 years and over,Wexford,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Wicklow,Number,3612.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Wicklow,Number,6.0
Population,2022,Male,Smoke occasionally,15-19 years,Wicklow,Number,280.0
Population,2022,Male,Smoke occasionally,20-24 years,Wicklow,Number,529.0
Population,2022,Male,Smoke occasionally,25-29 years,Wicklow,Number,381.0
Population,2022,Male,Smoke occasionally,30-34 years,Wicklow,Number,400.0
Population,2022,Male,Smoke occasionally,35-39 years,Wicklow,Number,423.0
Population,2022,Male,Smoke occasionally,40-44 years,Wicklow,Number,405.0
Population,2022,Male,Smoke occasionally,45-49 years,Wicklow,Number,310.0
Population,2022,Male,Smoke occasionally,50-54 years,Wicklow,Number,273.0
Population,2022,Male,Smoke occasionally,55-59 years,Wicklow,Number,200.0
Population,2022,Male,Smoke occasionally,60-64 years,Wicklow,Number,144.0
Population,2022,Male,Smoke occasionally,65-69 years,Wicklow,Number,98.0
Population,2022,Male,Smoke occasionally,70-74 years,Wicklow,Number,87.0
Population,2022,Male,Smoke occasionally,75-79 years,Wicklow,Number,49.0
Population,2022,Male,Smoke occasionally,80-84 years,Wicklow,Number,18.0
Population,2022,Male,Smoke occasionally,85-89 years,Wicklow,Number,9.0
Population,2022,Male,Smoke occasionally,95 years and over,Wicklow,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Clare,Number,2964.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Clare,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Clare,Number,172.0
Population,2022,Male,Smoke occasionally,20-24 years,Clare,Number,395.0
Population,2022,Male,Smoke occasionally,25-29 years,Clare,Number,348.0
Population,2022,Male,Smoke occasionally,30-34 years,Clare,Number,338.0
Population,2022,Male,Smoke occasionally,35-39 years,Clare,Number,354.0
Population,2022,Male,Smoke occasionally,40-44 years,Clare,Number,351.0
Population,2022,Male,Smoke occasionally,45-49 years,Clare,Number,263.0
Population,2022,Male,Smoke occasionally,50-54 years,Clare,Number,224.0
Population,2022,Male,Smoke occasionally,55-59 years,Clare,Number,162.0
Population,2022,Male,Smoke occasionally,60-64 years,Clare,Number,127.0
Population,2022,Male,Smoke occasionally,65-69 years,Clare,Number,98.0
Population,2022,Male,Smoke occasionally,70-74 years,Clare,Number,62.0
Population,2022,Male,Smoke occasionally,75-79 years,Clare,Number,34.0
Population,2022,Male,Smoke occasionally,80-84 years,Clare,Number,16.0
Population,2022,Male,Smoke occasionally,85-89 years,Clare,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Clare,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Cork City,Number,6464.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Cork City,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Cork City,Number,326.0
Population,2022,Male,Smoke occasionally,20-24 years,Cork City,Number,1185.0
Population,2022,Male,Smoke occasionally,25-29 years,Cork City,Number,1200.0
Population,2022,Male,Smoke occasionally,30-34 years,Cork City,Number,929.0
Population,2022,Male,Smoke occasionally,35-39 years,Cork City,Number,732.0
Population,2022,Male,Smoke occasionally,40-44 years,Cork City,Number,577.0
Population,2022,Male,Smoke occasionally,45-49 years,Cork City,Number,423.0
Population,2022,Male,Smoke occasionally,50-54 years,Cork City,Number,315.0
Population,2022,Male,Smoke occasionally,55-59 years,Cork City,Number,255.0
Population,2022,Male,Smoke occasionally,60-64 years,Cork City,Number,181.0
Population,2022,Male,Smoke occasionally,65-69 years,Cork City,Number,151.0
Population,2022,Male,Smoke occasionally,70-74 years,Cork City,Number,85.0
Population,2022,Male,Smoke occasionally,75-79 years,Cork City,Number,51.0
Population,2022,Male,Smoke occasionally,80-84 years,Cork City,Number,33.0
Population,2022,Male,Smoke occasionally,85-89 years,Cork City,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Cork City,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Cork County,Number,7623.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Cork County,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Cork County,Number,474.0
Population,2022,Male,Smoke occasionally,20-24 years,Cork County,Number,1073.0
Population,2022,Male,Smoke occasionally,25-29 years,Cork County,Number,938.0
Population,2022,Male,Smoke occasionally,30-34 years,Cork County,Number,824.0
Population,2022,Male,Smoke occasionally,35-39 years,Cork County,Number,917.0
Population,2022,Male,Smoke occasionally,40-44 years,Cork County,Number,868.0
Population,2022,Male,Smoke occasionally,45-49 years,Cork County,Number,729.0
Population,2022,Male,Smoke occasionally,50-54 years,Cork County,Number,516.0
Population,2022,Male,Smoke occasionally,55-59 years,Cork County,Number,392.0
Population,2022,Male,Smoke occasionally,60-64 years,Cork County,Number,328.0
Population,2022,Male,Smoke occasionally,65-69 years,Cork County,Number,237.0
Population,2022,Male,Smoke occasionally,70-74 years,Cork County,Number,161.0
Population,2022,Male,Smoke occasionally,75-79 years,Cork County,Number,99.0
Population,2022,Male,Smoke occasionally,80-84 years,Cork County,Number,37.0
Population,2022,Male,Smoke occasionally,85-89 years,Cork County,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Cork County,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Kerry,Number,3635.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Kerry,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Kerry,Number,200.0
Population,2022,Male,Smoke occasionally,20-24 years,Kerry,Number,497.0
Population,2022,Male,Smoke occasionally,25-29 years,Kerry,Number,466.0
Population,2022,Male,Smoke occasionally,30-34 years,Kerry,Number,437.0
Population,2022,Male,Smoke occasionally,35-39 years,Kerry,Number,417.0
Population,2022,Male,Smoke occasionally,40-44 years,Kerry,Number,405.0
Population,2022,Male,Smoke occasionally,45-49 years,Kerry,Number,298.0
Population,2022,Male,Smoke occasionally,50-54 years,Kerry,Number,249.0
Population,2022,Male,Smoke occasionally,55-59 years,Kerry,Number,213.0
Population,2022,Male,Smoke occasionally,60-64 years,Kerry,Number,164.0
Population,2022,Male,Smoke occasionally,65-69 years,Kerry,Number,117.0
Population,2022,Male,Smoke occasionally,70-74 years,Kerry,Number,88.0
Population,2022,Male,Smoke occasionally,75-79 years,Kerry,Number,51.0
Population,2022,Male,Smoke occasionally,80-84 years,Kerry,Number,21.0
Population,2022,Male,Smoke occasionally,85-89 years,Kerry,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Kerry,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Limerick City and County,Number,5016.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Limerick City and County,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Limerick City and County,Number,240.0
Population,2022,Male,Smoke occasionally,20-24 years,Limerick City and County,Number,850.0
Population,2022,Male,Smoke occasionally,25-29 years,Limerick City and County,Number,717.0
Population,2022,Male,Smoke occasionally,30-34 years,Limerick City and County,Number,621.0
Population,2022,Male,Smoke occasionally,35-39 years,Limerick City and County,Number,556.0
Population,2022,Male,Smoke occasionally,40-44 years,Limerick City and County,Number,506.0
Population,2022,Male,Smoke occasionally,45-49 years,Limerick City and County,Number,391.0
Population,2022,Male,Smoke occasionally,50-54 years,Limerick City and County,Number,295.0
Population,2022,Male,Smoke occasionally,55-59 years,Limerick City and County,Number,236.0
Population,2022,Male,Smoke occasionally,60-64 years,Limerick City and County,Number,209.0
Population,2022,Male,Smoke occasionally,65-69 years,Limerick City and County,Number,144.0
Population,2022,Male,Smoke occasionally,70-74 years,Limerick City and County,Number,125.0
Population,2022,Male,Smoke occasionally,75-79 years,Limerick City and County,Number,73.0
Population,2022,Male,Smoke occasionally,80-84 years,Limerick City and County,Number,37.0
Population,2022,Male,Smoke occasionally,85-89 years,Limerick City and County,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Limerick City and County,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Tipperary,Number,3716.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Tipperary,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Tipperary,Number,234.0
Population,2022,Male,Smoke occasionally,20-24 years,Tipperary,Number,474.0
Population,2022,Male,Smoke occasionally,25-29 years,Tipperary,Number,473.0
Population,2022,Male,Smoke occasionally,30-34 years,Tipperary,Number,418.0
Population,2022,Male,Smoke occasionally,35-39 years,Tipperary,Number,434.0
Population,2022,Male,Smoke occasionally,40-44 years,Tipperary,Number,401.0
Population,2022,Male,Smoke occasionally,45-49 years,Tipperary,Number,324.0
Population,2022,Male,Smoke occasionally,50-54 years,Tipperary,Number,271.0
Population,2022,Male,Smoke occasionally,55-59 years,Tipperary,Number,209.0
Population,2022,Male,Smoke occasionally,60-64 years,Tipperary,Number,162.0
Population,2022,Male,Smoke occasionally,65-69 years,Tipperary,Number,121.0
Population,2022,Male,Smoke occasionally,70-74 years,Tipperary,Number,93.0
Population,2022,Male,Smoke occasionally,75-79 years,Tipperary,Number,56.0
Population,2022,Male,Smoke occasionally,80-84 years,Tipperary,Number,32.0
Population,2022,Male,Smoke occasionally,85-89 years,Tipperary,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Tipperary,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Waterford City and County,Number,3040.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Waterford City and County,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Waterford City and County,Number,189.0
Population,2022,Male,Smoke occasionally,20-24 years,Waterford City and County,Number,475.0
Population,2022,Male,Smoke occasionally,25-29 years,Waterford City and County,Number,354.0
Population,2022,Male,Smoke occasionally,30-34 years,Waterford City and County,Number,330.0
Population,2022,Male,Smoke occasionally,35-39 years,Waterford City and County,Number,377.0
Population,2022,Male,Smoke occasionally,40-44 years,Waterford City and County,Number,333.0
Population,2022,Male,Smoke occasionally,45-49 years,Waterford City and County,Number,272.0
Population,2022,Male,Smoke occasionally,50-54 years,Waterford City and County,Number,187.0
Population,2022,Male,Smoke occasionally,55-59 years,Waterford City and County,Number,179.0
Population,2022,Male,Smoke occasionally,60-64 years,Waterford City and County,Number,123.0
Population,2022,Male,Smoke occasionally,65-69 years,Waterford City and County,Number,93.0
Population,2022,Male,Smoke occasionally,70-74 years,Waterford City and County,Number,56.0
Population,2022,Male,Smoke occasionally,75-79 years,Waterford City and County,Number,36.0
